ph,batch_id,id,timestamp,timedelta
9.35,6948,1,2021-06-20T12:03:09,907389
9.34,6957,1,2021-06-20T12:48:09,910089
9.35,6966,1,2021-06-20T13:33:09,912789
9.35,6975,1,2021-06-20T14:18:09,915489
9.37,6984,1,2021-06-20T15:03:09,918189
9.38,6993,1,2021-06-20T15:48:09,920889
9.4,7002,1,2021-06-20T16:33:09,923589
9.42,7011,1,2021-06-20T17:18:09,926289
9.43,7020,1,2021-06-20T18:03:10,928990
9.45,7029,1,2021-06-20T18:48:09,931689
9.46,7038,1,2021-06-20T19:33:09,934389
9.47,7047,1,2021-06-20T20:18:09,937089
9.48,7056,1,2021-06-20T21:03:09,939789
9.49,7065,1,2021-06-20T21:48:09,942489
9.49,7074,1,2021-06-20T22:33:11,945191
9.5,7083,1,2021-06-20T23:18:09,947889
9.5,7092,1,2021-06-21T00:03:09,950589
9.5,7101,1,2021-06-21T00:48:10,953290
9.5,7110,1,2021-06-21T01:33:09,955989
9.5,7119,1,2021-06-21T02:18:09,958689
9.5,7128,1,2021-06-21T03:03:09,961389
9.49,7137,1,2021-06-21T03:48:10,964090
9.49,7146,1,2021-06-21T04:33:09,966789
9.49,7155,1,2021-06-21T05:18:10,969490
9.49,7164,1,2021-06-21T06:03:09,972189
9.48,7173,1,2021-06-21T06:48:09,974889
9.47,7182,1,2021-06-21T07:33:09,977589
9.47,7191,1,2021-06-21T08:18:09,980289
9.46,7200,1,2021-06-21T09:03:09,982989
9.46,7209,1,2021-06-21T09:48:09,985689
9.45,7218,1,2021-06-21T10:33:09,988389
9.44,7227,1,2021-06-21T11:18:09,991089
9.43,7236,1,2021-06-21T12:03:09,993789
9.43,7245,1,2021-06-21T12:48:09,996489
9.45,7254,1,2021-06-21T13:33:09,999189
9.46,7263,1,2021-06-21T14:18:09,1001889
9.45,7272,1,2021-06-21T15:03:09,1004589
9.44,7281,1,2021-06-21T15:48:09,1007289
9.44,7290,1,2021-06-21T16:33:09,1009989
9.45,7299,1,2021-06-21T17:18:10,1012690
9.42,7308,1,2021-06-21T18:03:10,1015390
8.44,2646,2,2021-06-10T00:02:44,164
8.44,2655,2,2021-06-10T00:09:15,555
8.44,2664,2,2021-06-10T00:15:45,945
8.43,2673,2,2021-06-10T00:22:14,1334
8.43,2682,2,2021-06-10T00:28:42,1722
8.43,2691,2,2021-06-10T00:35:10,2110
8.43,2700,2,2021-06-10T00:41:38,2498
8.43,2709,2,2021-06-10T00:48:12,2892
8.43,2718,2,2021-06-10T00:54:41,3281
8.43,2727,2,2021-06-10T01:01:09,3669
8.43,2736,2,2021-06-10T01:07:39,4059
8.44,2745,2,2021-06-10T01:14:07,4447
8.44,2754,2,2021-06-10T01:20:37,4837
8.44,2763,2,2021-06-10T01:27:06,5226
8.44,2772,2,2021-06-10T01:33:35,5615
8.44,2781,2,2021-06-10T01:40:03,6003
8.44,2790,2,2021-06-10T01:46:32,6392
8.44,2799,2,2021-06-10T01:53:00,6780
8.45,2808,2,2021-06-10T01:59:28,7168
8.45,2817,2,2021-06-10T02:05:57,7557
8.45,2826,2,2021-06-10T02:12:26,7946
8.45,2835,2,2021-06-10T02:18:55,8335
8.45,2844,2,2021-06-10T02:25:25,8725
8.45,2853,2,2021-06-10T02:31:54,9114
