id,batch_id,diff,timedelta
2,5175,317800,373689
2,5184,213624,376390
2,5193,322500,379089
2,5202,539484,381789
2,5211,326664,384489
2,5220,546448,387189
2,5229,219992,389889
2,5238,221200,392589
2,5247,556568,395289
2,5256,335784,397989
2,5265,337016,400689
2,5274,226136,403389
2,5283,340128,406089
2,5292,342000,408789
2,5301,343888,411489
2,5310,115056,414189
2,5319,346416,416889
2,5328,347696,419589
2,5337,348968,422290
2,5346,232856,424989
2,5355,350904,427689
2,5364,117392,430390
2,5373,117832,433089
2,5382,356088,435789
2,5391,237608,438490
2,5400,239368,441190
2,5409,360032,443889
2,5418,241120,446589
2,5427,484032,449290
2,5436,242904,451989
2,5445,366032,454689
2,5454,122456,457389
2,5463,122912,460089
2,5472,246496,462789
2,5481,123592,465489
2,5490,247856,468189
2,5499,124496,470890
2,5508,249688,473589
2,5517,124960,476290
2,5526,376248,478989
2,5535,251992,481690
2,5544,378336,484389
2,5562,380416,489789
2,5571,254304,492489
2,5580,254784,495189
2,5589,383928,497889
2,5598,127984,500590
2,5607,256656,503289
2,5616,128680,505989
2,5625,386760,508690
2,5634,129160,511389
2,5643,129400,514089
2,5652,129632,516790
2,5661,259976,519490
2,5670,130352,522189
2,5679,261416,524889
2,5688,261896,527589
2,5697,131064,530289
2,5706,262872,532990
2,5724,263824,538389
2,5733,132040,541089
2,5742,264792,543790
2,5751,265280,546489
2,5760,132768,549189
2,5778,266760,554589
2,5796,133744,559989
2,5805,133984,562689
2,5814,133984,565389
2,5823,134248,568089
2,5832,134472,570789
2,5841,134472,573489
2,5859,134984,578890
2,5868,270704,581589
2,5895,271696,589689
2,5904,135976,592390
2,5913,136224,595089
2,5922,272704,597789
2,5940,409424,603189
2,5967,136976,611289
2,5985,137232,616689
2,6003,137728,622089
2,6012,137728,624789
2,6030,137992,630189
2,6048,138232,635589
2,6057,138232,638290
2,6075,277256,643689
2,6084,138504,646389
2,6093,138752,649089
2,6120,278264,657189
2,6138,139264,662589
2,6147,139264,665290
2,6156,279280,667990
2,6165,279280,670690
2,6174,139768,673389
2,6219,280848,686889
2,6237,280848,692289
2,6282,140800,705790
2,6300,141064,711190
2,6309,282392,713889
2,6318,141328,716590
2,6327,141328,719289
2,6336,282912,721989
2,6390,283936,738189
2,6408,142096,743589
2,6426,284456,748990
2,6498,389608,772389
2,6507,130112,775089
2,6516,130584,777789
2,6534,131320,783189
2,6543,131320,785889
2,6552,131784,788590
2,6561,132040,791289
2,6570,132512,793989
2,6579,265280,796689
2,6588,133008,799389
2,6597,266264,802089
2,6606,133504,804789
2,6615,133744,807489
2,6633,402704,812889
2,6642,268720,815590
2,6651,269712,818289
2,6660,134728,820989
2,6669,134984,823690
2,6687,135488,829089
2,6714,135976,837189
2,6723,136224,839889
2,6741,136480,845290
2,6750,136720,847990
2,6777,137232,856089
2,6786,137480,858789
2,6795,137480,861489
2,6804,137992,864189
2,6813,137992,866890
2,6822,138232,869590
2,6831,138504,872290
2,6840,138752,874990
2,6858,139000,880390
2,6867,139264,883089
2,6876,278776,885790
2,6912,139768,896590
2,6930,280328,901989
2,6957,140296,910089
2,6966,140552,912789
2,6984,140552,918189
2,7020,141064,928990
2,7029,141064,931689
2,7047,141584,937089
2,7056,141328,939789
2,7083,141584,947889
2,7101,141840,953290
2,7110,142096,955989
2,7137,142096,964090
2,7146,142360,966789
2,7155,142640,969490
2,7182,142640,977589
2,7200,142896,982989
2,7218,142896,988389
2,7227,286048,991089
2,7245,143152,996489
2,7254,143152,999189
2,7281,143152,1007289
