id,batch_id,diff,hour
2,8118,694650,36.42
2,8127,752610,37.17
2,8136,556132,37.92
2,8145,726368,38.67
2,8154,663124,39.42
2,8163,717972,40.17
2,8172,680740,40.92
2,8181,701880,41.67
2,8190,519708,42.42
2,8217,167234,44.83666666666666
2,8226,225765,45.58666666666666
2,8235,237488,46.33666666666666
2,8244,172841,47.08666666666666
2,8253,261010,47.83666666666666
2,8262,50593,48.58666666666666
2,8271,41038,49.33666666666666
2,8280,102127,50.08666666666666
2,8298,60430,51.58666666666666
2,8316,56124,53.08666666666666
2,8334,40975,54.58666666666666
2,8343,20360,55.33666666666666
2,8370,15473,57.58666666666666
2,8379,15329,58.33666666666666
2,8388,30684,59.08666666666666
2,8433,20807,62.83666666666666
2,8442,51140,63.58666666666666
2,8460,10229,65.08666666666666
2,8478,66636,66.58666666666666
2,8487,5087,67.33666666666666
2,8523,30826,70.33666666666666
2,8532,56471,71.08666666666666
2,8541,56211,71.83666666666666
2,8550,107481,72.58666666666666
2,8586,15166,75.58666666666666
2,8595,15329,76.33666666666666
2,8604,46133,77.08666666666666
2,8613,61178,77.83666666666666
2,8622,40411,78.58666666666666
2,8631,56298,79.33666666666666
2,8649,139723,80.83666666666666
2,8658,65718,81.58666666666666
2,8667,35606,82.33666666666666
2,8685,101187,83.83666666666666
2,8694,55781,84.58666666666666
2,8712,90788,86.08666666666666
2,8739,34582,88.33666666666666
2,8748,136503,89.08666666666666
2,8757,56037,89.83666666666666
2,8766,25549,90.58666666666666
2,8802,35007,93.58666666666666
2,8811,55267,94.33666666666666
2,8829,10039,95.83666666666666
2,8847,85283,97.33666666666666
2,8874,15166,99.58666666666666
2,8892,61653,101.08666666666666
2,8901,10195,101.83666666666666
2,8910,5095,102.58666666666666
2,8928,75019,104.08666666666666
2,8937,5117,104.83666666666666
2,8955,20111,106.33666666666666
2,8964,50826,107.08666666666666
2,8973,30402,107.83666666666666
2,9000,30354,110.08666666666666
2,9027,35387,112.33666666666666
2,9036,40411,113.08666666666666
2,9045,40348,113.83666666666666
2,9063,50593,115.33666666666666
2,9072,25472,116.08666666666666
2,9081,50902,116.83666666666666
2,9090,10117,117.58666666666666
2,9126,61463,120.58666666666666
2,9135,35660,121.33666666666666
2,9144,40597,122.08666666666666
2,9153,5100,122.83666666666666
2,9189,20111,125.83666666666666
2,9198,55352,126.58666666666666
2,9216,5054,128.08666666666667
2,9252,30262,131.08666666666667
2,9288,60430,134.08666666666667
2,9342,96052,138.58666666666667
2,9351,10088,139.33666666666667
2,9360,50204,140.08666666666667
2,9369,55267,140.83666666666667
2,9396,45011,143.08666666666667
2,9423,40723,145.33666666666667
2,9432,45920,146.08666666666667
2,9441,76062,146.83666666666667
2,9459,15096,148.33666666666667
2,9468,25238,149.08666666666667
2,9477,56037,149.83666666666667
2,9504,10057,152.08666666666667
2,9513,55523,152.83666666666667
2,9531,20175,154.33666666666667
2,9540,45709,155.08666666666667
2,9567,5054,157.33666666666667
2,9621,35606,161.83666666666667
2,9630,15260,162.58666666666667
2,9648,45288,164.08666666666667
2,9675,5063,166.33666666666667
2,9693,45709,167.83666666666667
2,9711,10165,169.33666666666667
2,9729,30543,170.83666666666667
2,9738,15260,171.58666666666667
2,9756,20360,173.08666666666667
2,9765,25315,173.83666666666667
2,9783,70719,175.33666666666667
2,9801,80576,176.83666666666667
2,9810,55865,177.58666666666667
2,9819,20454,178.33666666666667
2,9837,111205,179.83666666666667
2,9846,146583,180.58666666666667
2,9855,141141,181.33666666666667
2,9864,86155,182.08666666666667
2,9873,59139,182.83666666666667
2,9882,197553,183.58666666666667
2,9891,145540,184.33666666666667
2,9900,151738,185.08666666666667
2,9909,109100,185.83666666666667
2,9918,127815,186.58666666666667
2,9927,109233,187.33666666666667
2,9936,120879,188.08666666666667
2,9945,203328,188.83666666666667
2,9954,48012,189.58666666666667
