diluicaototal,batch_id,id,timestamp,hour
10000,7686,1,2021-06-28T20:10:48,0.41999999999999815
10000,7695,1,2021-06-28T20:55:48,1.1699999999999982
10000,7704,1,2021-06-28T21:40:48,1.9199999999999982
10000,7713,1,2021-06-28T22:25:48,2.669999999999998
10000,7722,1,2021-06-28T23:10:48,3.419999999999998
10000,7731,1,2021-06-28T23:55:48,4.169999999999998
10000,7740,1,2021-06-29T00:40:48,4.919999999999998
10000,7749,1,2021-06-29T01:25:48,5.669999999999998
10000,7758,1,2021-06-29T02:10:48,6.419999999999998
10000,7767,1,2021-06-29T02:55:48,7.169999999999998
10000,7776,1,2021-06-29T03:40:48,7.919999999999998
10000,7785,1,2021-06-29T04:25:48,8.669999999999998
10000,7794,1,2021-06-29T05:10:48,9.419999999999998
10000,7803,1,2021-06-29T05:55:48,10.169999999999998
10000,7812,1,2021-06-29T06:40:48,10.919999999999998
10000,7821,1,2021-06-29T07:25:48,11.669999999999998
10000,7830,1,2021-06-29T08:10:48,12.419999999999998
10000,7839,1,2021-06-29T08:55:48,13.169999999999998
10000,7848,1,2021-06-29T09:40:48,13.919999999999998
10000,7857,1,2021-06-29T10:25:48,14.669999999999998
10000,7866,1,2021-06-29T11:10:48,15.419999999999998
10000,7875,1,2021-06-29T11:55:48,16.169999999999998
10000,7884,1,2021-06-29T12:40:48,16.919999999999998
10000,7893,1,2021-06-29T13:25:48,17.669999999999998
10000,7902,1,2021-06-29T14:10:48,18.419999999999998
10000,7911,1,2021-06-29T14:55:48,19.169999999999998
10000,7920,1,2021-06-29T15:40:48,19.919999999999998
10000,7929,1,2021-06-29T16:25:48,20.669999999999998
10000,7938,1,2021-06-29T17:10:48,21.419999999999998
10000,7947,1,2021-06-29T17:55:48,22.169999999999998
10000,7956,1,2021-06-29T18:40:48,22.919999999999998
10000,7965,1,2021-06-29T19:25:48,23.669999999999998
10000,7974,1,2021-06-29T20:10:48,24.419999999999998
10000,7983,1,2021-06-29T20:55:48,25.169999999999998
10000,7992,1,2021-06-29T21:40:48,25.919999999999998
10000,8001,1,2021-06-29T22:25:48,26.669999999999998
10000,8010,1,2021-06-29T23:10:48,27.419999999999998
10000,8019,1,2021-06-29T23:55:48,28.169999999999998
10000,8028,1,2021-06-30T00:40:48,28.919999999999998
10000,8037,1,2021-06-30T01:25:48,29.669999999999998
10000,8046,1,2021-06-30T02:10:48,30.419999999999998
10000,8055,1,2021-06-30T02:55:48,31.169999999999998
10000,8064,1,2021-06-30T03:40:48,31.919999999999998
10000,8073,1,2021-06-30T04:25:48,32.67
10000,8082,1,2021-06-30T05:10:48,33.42
10000,8091,1,2021-06-30T05:55:48,34.17
10000,8100,1,2021-06-30T06:40:48,34.92
10000,8109,1,2021-06-30T07:25:48,35.67
10000,8118,1,2021-06-30T08:10:48,36.42
10000,8127,1,2021-06-30T08:55:48,37.17
10000,8136,1,2021-06-30T09:40:48,37.92
10000,8145,1,2021-06-30T10:25:48,38.67
10000,8154,1,2021-06-30T11:10:48,39.42
10000,8163,1,2021-06-30T11:55:48,40.17
10000,8172,1,2021-06-30T12:40:48,40.92
10000,8181,1,2021-06-30T13:25:48,41.67
10000,8190,1,2021-06-30T14:10:48,42.42
40000,8199,1,2021-06-30T14:55:48,43.17
130000,8208,1,2021-06-30T15:50:48,44.08666666666666
130000,8217,1,2021-06-30T16:35:48,44.83666666666666
130000,8226,1,2021-06-30T17:20:48,45.58666666666666
130000,8235,1,2021-06-30T18:05:48,46.33666666666666
130000,8244,1,2021-06-30T18:50:48,47.08666666666666
130000,8253,1,2021-06-30T19:35:48,47.83666666666666
130000,8262,1,2021-06-30T20:20:48,48.58666666666666
135262,8271,1,2021-06-30T21:05:48,49.33666666666666
141235,8280,1,2021-06-30T21:50:48,50.08666666666666
148809,8289,1,2021-06-30T22:35:48,50.83666666666666
157433,8298,1,2021-06-30T23:20:48,51.58666666666666
166349,8307,1,2021-07-01T00:05:48,52.33666666666666
173150,8316,1,2021-07-01T00:50:48,53.08666666666666
180127,8325,1,2021-07-01T01:35:48,53.83666666666666
189216,8334,1,2021-07-01T02:20:48,54.58666666666666
199966,8343,1,2021-07-01T03:05:48,55.33666666666666
212670,8352,1,2021-07-01T03:50:48,56.08666666666666
269499,8361,1,2021-07-01T04:35:48,56.83666666666666
349885,8370,1,2021-07-01T05:20:48,57.58666666666666
450262,8379,1,2021-07-01T06:05:48,58.33666666666666
616685,8388,1,2021-07-01T06:50:48,59.08666666666666
681154,8397,1,2021-07-01T07:35:48,59.83666666666666
684932,8406,1,2021-07-01T08:20:48,60.58666666666666
690258,8415,1,2021-07-01T09:05:48,61.33666666666666
695248,8424,1,2021-07-01T09:50:48,62.08666666666666
701487,8433,1,2021-07-01T10:35:48,62.83666666666666
708387,8442,1,2021-07-01T11:20:48,63.58666666666666
713840,8451,1,2021-07-01T12:05:48,64.33666666666666
718631,8460,1,2021-07-01T12:50:48,65.08666666666666
725117,8469,1,2021-07-01T13:35:48,65.83666666666666
731606,8478,1,2021-07-01T14:20:48,66.58666666666666
763169,8487,1,2021-07-01T15:05:48,67.33666666666666
763169,8496,1,2021-07-01T15:50:48,68.08666666666666
780087,8505,1,2021-07-01T16:35:48,68.83666666666666
783814,8514,1,2021-07-01T17:20:48,69.58666666666666
789073,8523,1,2021-07-01T18:05:48,70.33666666666666
794517,8532,1,2021-07-01T18:50:48,71.08666666666666
799943,8541,1,2021-07-01T19:35:48,71.83666666666666
803891,8550,1,2021-07-01T20:20:48,72.58666666666666
810678,8559,1,2021-07-01T21:05:48,73.33666666666666
816327,8568,1,2021-07-01T21:50:48,74.08666666666666
822433,8577,1,2021-07-01T22:35:48,74.83666666666666
827937,8586,1,2021-07-01T23:20:48,75.58666666666666
833223,8595,1,2021-07-02T00:05:48,76.33666666666666
837796,8604,1,2021-07-02T00:50:48,77.08666666666666
842893,8613,1,2021-07-02T01:35:48,77.83666666666666
847644,8622,1,2021-07-02T02:20:48,78.58666666666666
852077,8631,1,2021-07-02T03:05:48,79.33666666666666
856288,8640,1,2021-07-02T03:50:48,80.08666666666666
861215,8649,1,2021-07-02T04:35:48,80.83666666666666
866304,8658,1,2021-07-02T05:20:48,81.58666666666666
870193,8667,1,2021-07-02T06:05:48,82.33666666666666
874460,8676,1,2021-07-02T06:50:48,83.08666666666666
878732,8685,1,2021-07-02T07:35:48,83.83666666666666
882454,8694,1,2021-07-02T08:20:48,84.58666666666666
888066,8703,1,2021-07-02T09:05:48,85.33666666666666
892528,8712,1,2021-07-02T09:50:48,86.08666666666666
897130,8721,1,2021-07-02T10:35:48,86.83666666666666
