densidade,batch_id,id,timestamp,hour
10031605,9792,1,2021-07-06T03:50:48,176.08666666666667
9990882,9801,1,2021-07-06T04:35:48,176.83666666666667
9990882,9810,1,2021-07-06T05:20:48,177.58666666666667
9980779,9819,1,2021-07-06T06:05:48,178.33666666666667
10016276,9828,1,2021-07-06T06:50:48,179.08666666666667
9990882,9837,1,2021-07-06T07:35:48,179.83666666666667
9990882,9846,1,2021-07-06T08:20:48,180.58666666666667
9950657,9855,1,2021-07-06T09:05:48,181.33666666666667
9950657,9864,1,2021-07-06T09:50:48,182.08666666666667
9985828,9873,1,2021-07-06T10:35:48,182.83666666666667
10016276,9882,1,2021-07-06T11:20:48,183.58666666666667
10001016,9891,1,2021-07-06T12:05:48,184.33666666666667
9955658,9900,1,2021-07-06T12:50:48,185.08666666666667
10041865,9909,1,2021-07-06T13:35:48,185.83666666666667
9940678,9918,1,2021-07-06T14:20:48,186.58666666666667
9990882,9927,1,2021-07-06T15:05:48,187.33666666666667
10001016,9936,1,2021-07-06T15:50:48,188.08666666666667
9990882,9945,1,2021-07-06T16:35:48,188.83666666666667
9990882,9954,1,2021-07-06T17:20:48,189.58666666666667
9487046,9963,1,2021-07-06T18:05:48,190.33666666666667
6307437.5,7686,2,2021-06-28T20:10:48,0.41999999999999815
6409470.5,7695,2,2021-06-28T20:55:48,1.1699999999999982
6487906,7704,2,2021-06-28T21:40:48,1.9199999999999982
6601462.5,7713,2,2021-06-28T22:25:48,2.669999999999998
6710396.5,7722,2,2021-06-28T23:10:48,3.419999999999998
6823342,7731,2,2021-06-28T23:55:48,4.169999999999998
6963711.5,7740,2,2021-06-29T00:40:48,4.919999999999998
7072287,7749,2,2021-06-29T01:25:48,5.669999999999998
7192358,7758,2,2021-06-29T02:10:48,6.419999999999998
7340174.5,7767,2,2021-06-29T02:55:48,7.169999999999998
7467593,7776,2,2021-06-29T03:40:48,7.919999999999998
7623505,7785,2,2021-06-29T04:25:48,8.669999999999998
7776181,7794,2,2021-06-29T05:10:48,9.419999999999998
7949422.5,7803,2,2021-06-29T05:55:48,10.169999999999998
8125480,7812,2,2021-06-29T06:40:48,10.919999999999998
8286953,7821,2,2021-06-29T07:25:48,11.669999999999998
8453552,7830,2,2021-06-29T08:10:48,12.419999999999998
8658806,7839,2,2021-06-29T08:55:48,13.169999999999998
8915212,7848,2,2021-06-29T09:40:48,13.919999999999998
9121110,7857,2,2021-06-29T10:25:48,14.669999999999998
9360978,7866,2,2021-06-29T11:10:48,15.419999999999998
9627864,7875,2,2021-06-29T11:55:48,16.169999999999998
9847385,7884,2,2021-06-29T12:40:48,16.919999999999998
10167487,7893,2,2021-06-29T13:25:48,17.669999999999998
10444784,7902,2,2021-06-29T14:10:48,18.419999999999998
10814079,7911,2,2021-06-29T14:55:48,19.169999999999998
11124214,7920,2,2021-06-29T15:40:48,19.919999999999998
11458842,7929,2,2021-06-29T16:25:48,20.669999999999998
11756689,7938,2,2021-06-29T17:10:48,21.419999999999998
12176214,7947,2,2021-06-29T17:55:48,22.169999999999998
12595620,7956,2,2021-06-29T18:40:48,22.919999999999998
12939960,7965,2,2021-06-29T19:25:48,23.669999999999998
13326832,7974,2,2021-06-29T20:10:48,24.419999999999998
13683626,7983,2,2021-06-29T20:55:48,25.169999999999998
14108270,7992,2,2021-06-29T21:40:48,25.919999999999998
14560692,8001,2,2021-06-29T22:25:48,26.669999999999998
15056316,8010,2,2021-06-29T23:10:48,27.419999999999998
15672392,8019,2,2021-06-29T23:55:48,28.169999999999998
16259244,8028,2,2021-06-30T00:40:48,28.919999999999998
16820992,8037,2,2021-06-30T01:25:48,29.669999999999998
17435838,8046,2,2021-06-30T02:10:48,30.419999999999998
17978750,8055,2,2021-06-30T02:55:48,31.169999999999998
18570720,8064,2,2021-06-30T03:40:48,31.919999999999998
19216732,8073,2,2021-06-30T04:25:48,32.67
19966500,8082,2,2021-06-30T05:10:48,33.42
20485170,8091,2,2021-06-30T05:55:48,34.17
21145900,8100,2,2021-06-30T06:40:48,34.92
21815008,8109,2,2021-06-30T07:25:48,35.67
22358170,8118,2,2021-06-30T08:10:48,36.42
23031932,8127,2,2021-06-30T08:55:48,37.17
23450890,8136,2,2021-06-30T09:40:48,37.92
24233972,8145,2,2021-06-30T10:25:48,38.67
24808208,8154,2,2021-06-30T11:10:48,39.42
25434204,8163,2,2021-06-30T11:55:48,40.17
26083108,8172,2,2021-06-30T12:40:48,40.92
26653332,8181,2,2021-06-30T13:25:48,41.67
27241280,8190,2,2021-06-30T14:10:48,42.42
24383196,8199,2,2021-06-30T14:55:48,43.17
9032378,8208,2,2021-06-30T15:50:48,44.08666666666666
9174300,8217,2,2021-06-30T16:35:48,44.83666666666666
9373336,8226,2,2021-06-30T17:20:48,45.58666666666666
9569844,8235,2,2021-06-30T18:05:48,46.33666666666666
9742685,8244,2,2021-06-30T18:50:48,47.08666666666666
9975740,8253,2,2021-06-30T19:35:48,47.83666666666666
10016276,8262,2,2021-06-30T20:20:48,48.58666666666666
10057314,8271,2,2021-06-30T21:05:48,49.33666666666666
10072834,8280,2,2021-06-30T21:50:48,50.08666666666666
10006094,8289,2,2021-06-30T22:35:48,50.83666666666666
10006094,8298,2,2021-06-30T23:20:48,51.58666666666666
9995945,8307,2,2021-07-01T00:05:48,52.33666666666666
10047006,8316,2,2021-07-01T00:50:48,53.08666666666666
9960668,8325,2,2021-07-01T01:35:48,53.83666666666666
10052156,8334,2,2021-07-01T02:20:48,54.58666666666666
10021376,8343,2,2021-07-01T03:05:48,55.33666666666666
9980779,8352,2,2021-07-01T03:50:48,56.08666666666666
9975740,8361,2,2021-07-01T04:35:48,56.83666666666666
10062479,8370,2,2021-07-01T05:20:48,57.58666666666666
10031605,8379,2,2021-07-01T06:05:48,58.33666666666666
10041865,8388,2,2021-07-01T06:50:48,59.08666666666666
9990882,8397,2,2021-07-01T07:35:48,59.83666666666666
10031605,8406,2,2021-07-01T08:20:48,60.58666666666666
10047006,8415,2,2021-07-01T09:05:48,61.33666666666666
9970707,8424,2,2021-07-01T09:50:48,62.08666666666666
10093641,8433,2,2021-07-01T10:35:48,62.83666666666666
10052156,8442,2,2021-07-01T11:20:48,63.58666666666666
9975740,8451,2,2021-07-01T12:05:48,64.33666666666666
10031605,8460,2,2021-07-01T12:50:48,65.08666666666666
10006094,8469,2,2021-07-01T13:35:48,65.83666666666666
10067652,8478,2,2021-07-01T14:20:48,66.58666666666666
10011181,8487,2,2021-07-01T15:05:48,67.33666666666666
10001016,8496,2,2021-07-01T15:50:48,68.08666666666666
9955658,8505,2,2021-07-01T16:35:48,68.83666666666666
10001016,8514,2,2021-07-01T17:20:48,69.58666666666666
10057314,8523,2,2021-07-01T18:05:48,70.33666666666666
10067652,8532,2,2021-07-01T18:50:48,71.08666666666666
10052156,8541,2,2021-07-01T19:35:48,71.83666666666666
10083221,8550,2,2021-07-01T20:20:48,72.58666666666666
9995945,8559,2,2021-07-01T21:05:48,73.33666666666666
9955658,8568,2,2021-07-01T21:50:48,74.08666666666666
10047006,8577,2,2021-07-01T22:35:48,74.83666666666666
9995945,8586,2,2021-07-01T23:20:48,75.58666666666666
10031605,8595,2,2021-07-02T00:05:48,76.33666666666666
10057314,8604,2,2021-07-02T00:50:48,77.08666666666666
10047006,8613,2,2021-07-02T01:35:48,77.83666666666666
10006094,8622,2,2021-07-02T02:20:48,78.58666666666666
10057314,8631,2,2021-07-02T03:05:48,79.33666666666666
9935700,8640,2,2021-07-02T03:50:48,80.08666666666666
10016276,8649,2,2021-07-02T04:35:48,80.83666666666666
10021376,8658,2,2021-07-02T05:20:48,81.58666666666666
10026488,8667,2,2021-07-02T06:05:48,82.33666666666666
9960668,8676,2,2021-07-02T06:50:48,83.08666666666666
10041865,8685,2,2021-07-02T07:35:48,83.83666666666666
10026488,8694,2,2021-07-02T08:20:48,84.58666666666666
9915863,8703,2,2021-07-02T09:05:48,85.33666666666666
10026488,8712,2,2021-07-02T09:50:48,86.08666666666666
9985828,8721,2,2021-07-02T10:35:48,86.83666666666666
9876553,8730,2,2021-07-02T11:20:48,87.58666666666666
9930729,8739,2,2021-07-02T12:05:48,88.33666666666666
10057314,8748,2,2021-07-02T12:50:48,89.08666666666666
10041865,8757,2,2021-07-02T13:35:48,89.83666666666666
10036730,8766,2,2021-07-02T14:20:48,90.58666666666666
9995945,8775,2,2021-07-02T15:05:48,91.33666666666666
9970707,8784,2,2021-07-02T15:50:48,92.08666666666666
9995945,8793,2,2021-07-02T16:35:48,92.83666666666666
9970707,8802,2,2021-07-02T17:20:48,93.58666666666666
9995945,8811,2,2021-07-02T18:05:48,94.33666666666666
9970707,8820,2,2021-07-02T18:50:48,95.08666666666666
9970707,8829,2,2021-07-02T19:35:48,95.83666666666666
9930729,8838,2,2021-07-02T20:20:48,96.58666666666666
