Lambda	440	470	495	530	595	634	660	684	branco	full
nm	u.a	u.a	u.a	u.a	u.a	u.a	u.a	u.a	u.a	u.a
207.1104126	0.002022729954	8.446999127E-4	-0.002122382168	-5.844755797E-4	-7.285691099E-4	-0.003271158552	-1.925090473E-4	0.00281352154	0.0040971376	-9.017640841E-4
207.3134155	0.00540962629	0.005023493897	0.005651048385	0.005835328717	0.003402346978	0.002308362396	0.00327265379	0.004041240085	0.01333345938	0.006678690203
207.5164337	0.006651488133	0.004543497227	0.003813692136	0.004732366651	0.002977937693	0.003069206141	0.003047277452	0.004180753604	0.01384500973	0.008115876466
207.7194672	-0.001674632193	-0.001385872602	-9.634342277E-4	-0.001574313268	-0.005340482108	-0.003355696797	-0.002925198525	0.001892732689	0.003585587488	-6.481429446E-4
207.9225159	0.0014017988	1.388225501E-4	0.00211767084	0.002243631985	0.002214001259	5.612397217E-4	8.498570533E-4	0.004794612993	0.008985283785	0.00597418705
208.1255798	0.004760471173	0.002877626801	0.004944372922	0.003290031804	0.003996519838	0.001519339276	4.836203007E-4	0.002450786531	0.01489652973	0.005523304921
208.3286591	0.00216385047	0.001296461443	0.0040398282	4.336431739E-4	0.002072531497	4.203426943E-4	-3.333693312E-4	0.0035110889	0.0105483532	0.004480640404
208.5317535	-0.002831821796	-8.705820801E-5	0.001495796489	-0.002196496818	-0.002511087805	-0.001044986071	-0.002615305828	0.003008840606	0.007791666314	0.003381615272
208.7348785	-0.002775373403	-6.235250039E-4	4.216497182E-4	-0.002705556341	-0.001605681377	6.175985327E-4	-7.982082752E-5	0.003259964753	0.006654888391	0.003550695954
208.9380035	9.784367867E-4	9.576402954E-4	0.001835000701	0.002158788731	0.002129119355	0.001547518652	-5.869178567E-4	0.00194853812	0.009184219874	0.003297074931
209.1411438	0.001204229891	-0.001075286535	0.002485142089	0.001649729442	-6.436872645E-4	0.001209365902	-0.001065842807	-2.278720058E-4	0.008047441952	0.002085329499
209.3443146	0.005804764107	0.006604659371	0.005085708108	0.00594845321	0.004873631988	0.004506355617	0.001638674643	-4.510935396E-4	0.0150386272	0.004593360703
209.5474854	-1.223045983E-4	-8.776408504E-4	0.002145937877	0.001084107906	-3.890417574E-4	6.457779091E-4	0.001751362812	-5.627043429E-4	0.008189538494	0.002789832652
209.7506866	-8.561321883E-4	7.035244489E-4	0.001241393271	0.003629404819	6.295403E-4	0.002195644891	0.001779534854	-8.417312638E-4	0.008701088838	0.00216986984
209.9539032	0.005437850486	0.002482335316	0.0040398282	0.004986896645	0.003119407455	0.001575698028	0.001835878938	0.001557900454	0.01049151458	0.003381615272
210.157135	0.004421781283	0.003922325093	0.003728891024	0.00594845321	9.973616106E-4	5.612397217E-4	0.003075449495	-2.557747066E-4	0.007336955052	0.002000789158
210.3603668	0.004675798584	0.003329388332	0.004322498571	0.006146420725	4.314826801E-4	4.203426943E-4	0.003047277452	0.001390484278	0.01015048102	0.002000789158
210.5636292	0.006905505434	0.005023493897	0.003220084589	0.006853447296	0.002270589117	0.002702874132	0.004089643713	0.001167262672	0.01137251779	0.003466155613
210.7669067	0.004083091859	0.002312924946	-0.001896245871	0.00128207542	-0.001152978279	8.21899157E-5	0.001356953988	0.002980937716	0.007138018962	0.001578087104
210.9701996	0.004054867662	0.00290586194	-8.220991585E-4	0.002752691507	-0.001520799589	5.401051385E-5	0.001835878938	0.002171759726	0.008161119185	0.002789832652
211.1735077	0.00168404018	6.470542285E-4	-0.001359172515	6.033296231E-4	-0.001379329828	-0.002313059056	9.062011377E-4	0.002032246208	0.005717046559	-3.663416428E-4
211.3768311	0.003913747147	0.001889398438	2.520475828E-4	8.861403912E-4	-7.285691099E-4	-0.002510314807	0.001779534854	0.001697413856	0.009951544926	0.001662627561
211.5801697	0.004167764448	0.001578812371	-7.372981054E-4	0.002809253521	0.00122371316	0.001772953896	-1.925090473E-4	0.004152851179	0.008956863545	0.002113509458
211.7835388	-0.005202649161	-0.003334094072	-0.003281329758	-0.0053074155	-0.004576545674	-0.003693849547	-0.004023908637	6.929169176E-4	0.001340450835	-5.917826784E-4
211.986908	-8.561321883E-4	-8.705820801E-5	-0.001330905478	-6.975998986E-4	-0.002171560423	-0.001974906307	-0.002615305828	0.003455283586	0.006171757821	0.001972608967
212.1902924	0.006453919224	0.004995258991	0.005877184682	0.004025339615	0.006005390082	0.003999126609	0.004709428642	0.002506592078	0.01665853523	0.007495913655
212.3937073	0.001599367824	0.002877626801	0.00175019959	-5.561945145E-4	-0.001237860182	-5.095774541E-4	-1.361649338E-4	0.002897229744	0.008331635967	0.004311559256
212.5971222	8.937643724E-4	0.001352931606	0.001891534775	-3.865080362E-4	-0.001351035899	-4.813980777E-4	-0.001544767758	0.004515585955	0.008189538494	0.001831708243
212.8005676	-0.003932563122	-0.001781163854	-6.242300151E-4	-7.541620289E-5	-0.002001796616	-0.001721291686	4.695342795E-6	0.003399478272	0.004324493464	0.002564391587
213.0040283	0.002022729954	0.002002338879	0.003276618663	0.004845491145	0.002581822453	0.002449259395	0.002765556797	0.004348170012	0.01307768468	0.006565969903
213.207489	-4.327701172E-4	-0.001894104294	0.001241393271	-6.127566448E-4	-2.475720248E-4	0.002223824384	1.455556194E-4	8.603330934E-4	0.008502152748	0.005579665303
213.4109802	0.002333195414	0.002482335316	0.004463833757	0.004534399137	0.003911638167	0.002590156393	0.001779534854	0.00194853812	0.01177038997	0.003888857551
213.6144867	-2.069770126E-4	5.34113904E-4	0.002654744312	0.004986896645	3.183068766E-4	6.457779091E-4	0.001695018727	-2.557747066E-4	0.009042122401	0.001352646155
213.8180084	6.115229917E-4	9.576402954E-4	0.006612127181	0.002667848254	8.84185778E-4	-0.001157703693	0.002286631847	0.00130677619	0.00688224379	0.001972608967
214.0215454	0.005917660892	0.005249374546	0.005933718756	0.007673598826	0.004675574601	0.00543627562	0.004202331882	0.001111457357	0.01523756329	0.004508820362
214.2250977	-3.76321841E-4	1.952927414E-4	0.002909147413	0.003007221036	-4.739236028E-4	0.002702874132	0.001525986358	-0.001595103997	0.007734827697	0.001268105698
214.4286652	0.004365333356	0.002679981058	0.003587555839	0.004902053159	0.004449223168	0.004365458619	0.006033515558	-3.255314368E-5	0.009752608836	0.004255199339
214.6322479	0.008429609239	0.00923052337	0.008477750234	0.01052998751	0.003572110552	0.005182661116	0.004793944769	0.001836927375	0.01577753201	0.006340528838
214.8358459	0.004986264277	0.006717599463	0.002739545424	0.007447349839	6.861281581E-4	0.001322083524	0.006287063938	0.001195165445	0.01123042032	0.004114298616
215.0394592	-4.609942553E-4	-5.952899228E-4	-0.00167010969	-8.390052826E-4	-0.003954079002	-0.002679391298	0.001047061407	0.001334678847	0.003301393008	-8.73583951E-4
215.2430878	0.006284574512	0.003470563795	0.002202471951	0.005015177652	0.001450064708	-9.886273183E-4	0.004653084558	0.003036743263	0.01034941711	0.004255199339
215.4467468	0.005861212499	0.003668209305	0.002145937877	0.003544561565	5.729523837E-4	-5.65936265E-4	0.0015541584	0.001250970759	0.009866286069	0.005946007092
215.6504059	0.006284574512	0.006407013629	0.006075053476	0.006202982739	0.00374187436	0.00250561838	0.005132009741	0.003148353891	0.01435656007	0.006650510244
215.8540955	0.001796936733	-0.002402335871	-4.546279088E-4	-0.002677275101	-0.004265312105	-0.001129524317	3.286739957E-5	0.001892732689	0.004864463117	-9.017640841E-4
216.057785	0.002050953917	-0.001159991836	-0.001048235339	-0.001036972739	-0.0018886209	-0.001383138821	-0.001234875177	0.002478689421	0.00429607369	0.001183565357
216.2615051	0.005014488474	0.001804693136	0.004746503662	0.003459718311	0.001987649594	0.002984668128	0.00327265379	8.045276627E-4	0.01395868789	0.005156963132
216.4652252	0.005324953701	0.003131742589	0.005651048385	0.003883934347	0.003656992456	0.004647252616	0.003638890572	0.003120451234	0.01088938676	0.007129572332
216.6689758	-0.001759304549	-0.001131756697	-0.00130263844	1.791134855E-4	-8.983328007E-4	-0.001946726814	-0.002277241088	0.002506592078	0.006455952302	0.002733472269
216.8727417	0.006905505434	0.00666112965	0.009240959771	0.007560474332	0.006203447469	0.003632794134	0.006230719853	0.004962028936	0.01876157522	0.00955306273
217.0765228	0.006087005604	0.005023493897	0.007516671438	0.005213145167	0.004873631988	0.004280920606	0.003864267142	0.003790115938	0.01677221246	0.008651299402
217.280304	0.002135626273	0.003809384769	0.006951331161	0.005241426174	0.00461898651	0.003238282632	0.00361071853	0.001864830032	0.01586279087	0.007552274037
217.4841156	-0.002634252887	-0.001527048065	0.001156592276	9.427025361E-5	1.768371585E-4	-3.968598612E-4	2.018997329E-4	-2.278720058E-4	0.007734827697	0.001888068509
217.6879425	-6.585632218E-4	0.002341159852	0.002259006025	0.003940496594	0.00294964388	0.002815591637	0.001187921735	0.001418386935	0.01066203136	0.003043453675
217.8917847	0.005945885088	0.006435248535	0.007149200421	0.007362506818	0.004279459361	0.004224561621	0.004230503924	4.696953401E-4	0.01967099681	0.005889646709
218.0956573	0.01317126397	0.01208226755	0.01353754662	0.01259450614	0.01194711868	0.01019859407	0.009611366317	0.001809024718	0.02572434023	0.01186383329
218.29953	-0.00492040813	-0.002797627356	-2.002247202E-4	-0.002139934804	-0.004123842809	-0.001693112194	-0.003573155729	-0.001064952812	7.152229082E-4	-0.00380431721
218.503418	0.004591126461	0.004289381672	0.00457690144	0.002667848254	0.002270589117	0.002731053391	0.001864051097	0.001446289592	0.01194090676	0.003381615272
218.7073212	0.007865126245	0.006548189092	0.007092666347	0.008748279884	0.005099983886	0.004055485129	0.007329429965	-3.952881671E-4	0.01580595225	0.006143267732
218.9112396	0.007526436821	0.007423476782	0.007177467458	0.009992646985	0.008042554371	0.00459089363	0.00794921536	0.001976440893	0.0163459219	0.007439553738
219.1151886	-3.198735649E-4	-4.541144299E-4	-0.002602921333	-7.258809637E-4	-0.003501375904	-0.00287664705	1.173835699E-4	-0.001288174419	0.00375610427	5.917826784E-4
219.3191376	0.004873367492	0.00242586527	0.00138272834	0.002922377782	9.407736943E-4	-0.001552215195	0.002145771636	0.001390484278	0.009667349979	0.001437186496
219.5231171	0.002982350532	0.00358350412	5.064507714E-4	0.003120345296	-2.75865983E-4	6.175985327E-4	0.002596524544	8.882357506E-4	0.006995921955	0.00532604428
219.7270966	0.005974109285	0.004176441114	0.001043524127	0.001564886188	2.617189893E-4	2.23086914E-4	0.002652868629	0.004124948289	0.009866286069	0.002479851246
219.9311066	0.002756557427	0.00310350745	9.021890583E-4	0.002922377782	8.558918489E-4	8.430337184E-4	0.001187921735	0.002394981217	0.008900024928	0.00445245998
220.1351318	3.010574728E-4	2.799980284E-4	-3.062260294E-5	-3.016648116E-4	-2.475720248E-4	8.21899157E-5	7.089967257E-4	0.002729813568	0.009411575273	0.005100603215
220.3391571	4.704023013E-5	-8.776408504E-4	0.002654744312	-0.001065253862	-5.305114901E-4	-0.002143982565	0.00172319077	0.004403975327	0.007734827697	0.003297074931
220.5432129	0.002558988519	6.470542285E-4	0.002569943201	-0.001800561906	-2.475720248E-4	-3.123216738E-4	0.001131577534	0.004208656494	0.006512790918	0.003494335804
220.7472839	-5.174425314E-4	-0.001865869155	0.001241393271	-1.602594275E-4	-8.134509553E-4	8.21899157E-5	-0.001150358934	0.002506592078	0.006399113219	0.003099814057
220.9513702	0.003913747147	0.002538805595	0.003248351626	0.006202982739	0.001478358638	0.003125565127	0.002512008417	0.002478689421	0.01273665112	0.007467733696
221.1554718	0.007949798368	0.007367006969	0.009071357548	0.00979467947	0.01005142462	0.005915325601	0.007273085881	0.002785618883	0.02259820141	0.01118751056
221.3595886	0.005889436696	0.004402321763	0.004689969588	0.003572842572	0.006203447469	0.004027305637	0.003526202403	0.00501783425	0.01449865755	0.006904131267
221.5637207	-6.867873599E-4	-0.002374100965	-0.002800790593	-0.003525707405	-0.005114130676	-0.001467677066	-0.002474445617	0.001223068102	0.007194858044	0.001662627561
221.767868	-0.0030576149	-0.002289395547	-0.001387439552	-0.002507588826	-0.001832033042	-0.001214062446	-0.001347563346	2.464737918E-4	0.006512790918	0.002789832652
221.9720306	-4.892183933E-4	-8.705820801E-5	0.0023155401	-3.865080362E-4	7.427160745E-4	-0.00143949769	9.062011377E-4	-6.045583723E-5	0.008189538494	0.001127205091
222.1762085	-0.002182666678	-0.001922339317	5.064507714E-4	-0.001121815993	-0.001577387447	-0.002003085567	-0.002587133786	8.882357506E-4	0.005717046559	4.508820421E-4
222.3804016	-0.001251270063	-3.411740763E-4	0.00101525709	-3.016648116E-4	-0.00248279376	-5.870708264E-5	0.001666846685	-1.441639179E-4	0.005177076906	0.001155385165
222.58461	0.006990178023	0.00618113298	0.007262268569	0.007673598826	0.007335205562	0.007577910088	0.006146203727	0.002255467698	0.0175111182	0.005946007092
222.7888489	-7.996839122E-4	-8.494057693E-4	0.001269660308	0.002950659022	-0.002907203045	-5.870708264E-5	6.526526413E-4	4.975980264E-4	0.00389820151	-7.608634187E-4
222.9930878	0.009332781658	0.007141125854	0.0102303056	0.01044514403	0.004675574601	0.00543627562	0.007047709543	0.001055651926	0.01574911363	0.005551484879
223.1973572	0.002530764323	0.001183521003	0.003389686812	0.002328475239	-0.001464211731	0.003266462125	0.001385126146	-0.001009147381	0.006740146782	1.690807694E-4
223.4016266	0.004252436571	0.005249374546	0.003022215562	0.004930334166	9.124797652E-4	0.001209365902	0.001920395182	0.002060148865	0.01080412883	0.002451671055
223.6059265	0.005183833186	0.004091735929	0.002485142089	0.005156582687	7.710100035E-4	1.385487121E-4	0.003751578741	6.650142022E-4	0.01154303458	0.004057938233
223.8102264	0.005099160597	0.007225831505	0.00350275496	0.006598917767	0.001336888992	0.00168841565	0.002286631847	0.002506592078	0.01276507042	0.004508820362
224.0145569	0.001232453971	-8.705820801E-5	0.001495796489	-9.238484781E-4	-0.001973502804	-0.001411318313	1.455556194E-4	2.325224523E-5	0.006711727474	0.001944428775
224.2189026	0.00540962629	0.004769377876	0.004492100328	0.003770810086	0.003515522694	0.002308362396	0.003751578741	0.004403975327	0.0118556479	0.007298653014
224.4232483	0.001571143628	0.001550577348	6.760528777E-4	0.001706291572	-0.001860326971	-6.78653887E-4	0.002173943678	0.001613705768	0.009809447452	0.002789832652
224.6276245	0.004958040081	0.003414093517	0.004096362274	0.002978940029	0.002383764833	0.001040289528	0.002737384755	0.003845921252	0.0139871072	0.005692385603
224.832016	0.001571143628	-6.235250039E-4	0.001269660308	0.001960821217	7.993039908E-4	1.949075086E-4	4.272761871E-4	0.003232062096	0.009923125617	0.005692385603
225.0364227	0.001542919548	-9.341110708E-4	-7.372981054E-4	6.316106883E-4	-5.02217561E-4	-9.040890727E-4	-9.24982538E-4	0.003873823909	0.007621149532	0.002818012843
225.2408447	7.808678201E-4	-0.00163998839	5.629847874E-4	9.709835867E-4	6.012463709E-4	0.001434801146	1.455556194E-4	0.001641608542	0.01066203136	0.00386067736
225.445282	-0.001251270063	-0.001159991836	0.003078749636	2.639567247E-4	-2.475720248E-4	-2.34828326E-6	-6.150898989E-4	0.002674008254	0.007166438736	0.004311559256
225.6497345	1.881609205E-4	0.001494107069	0.002202471951	0.002158788731	0.001138831372	0.001744774519	0.001159749692	0.00306464592	0.008019021712	0.003973397892
225.8542023	0.008598953485	0.007169361226	0.01017377153	0.009709835984	0.01044753939	0.006676169578	0.005554590374	0.004627196584	0.02012570947	0.008538578637
226.0586853	0.001317126444	0.002087044064	0.004181163386	-0.001687437529	-5.02217561E-4	0.00168841565	0.001385126146	0.00353899179	0.007052760571	0.002705292311
226.2631836	0.001740488457	0.001070580678	0.001919801696	0.003092064289	6.578342291E-4	0.002139286138	0.001638674643	-1.162612243E-4	0.008985283785	0.00163444737
226.4676971	0.001317126444	0.002679981058	0.002032869728	9.709835867E-4	6.295403E-4	0.001322083524	7.371688262E-4	1.627657184E-4	0.009383155964	0.001296285889
226.6722412	0.00363150565	0.004374086857	0.005537980236	0.005439393688	0.00422287127	0.004196382128	0.003159965621	-1.162612243E-4	0.01171355043	0.003691596678
226.8767853	-0.002972942544	-0.002261160407	-3.062260294E-5	9.427025361E-5	-0.00228473614	-0.001073165447	0.001666846685	-9.254393517E-4	0.002335131634	-0.003917037509
227.0813446	0.002615436679	0.003244682914	8.739220211E-4	0.001706291572	-0.001605681377	0.0020265684	0.002765556797	7.90576305E-5	0.006512790918	-0.001775347977
227.2859344	0.009756143205	0.007169361226	0.006470791996	0.01055826806	0.006118565798	0.003745511873	0.00575179467	-2.278720058E-4	0.01333345938	0.007721354719
227.4905243	0.001712264377	0.001324696583	0.002683011349	0.002922377782	-0.001379329828	-0.00143949769	0.00301910541	0.002367078559	0.005148657598	0.001916248701
227.6951447	0.003433936741	-8.705820801E-5	6.477858406E-4	0.002894096775	4.03188722E-4	1.667281176E-4	0.002455664333	5.255007418E-4	0.009212639183	2.818012726E-4
227.899765	0.006961953826	0.007084656041	0.004803037737	0.006683760788	0.005269747227	0.002590156393	0.005695450585	-1.720666187E-4	0.0139871072	0.007664994802
228.1044159	7.24419544E-4	4.494086024E-4	-0.003394397907	-0.003299458884	-0.003756021382	-0.002735750051	-6.996060838E-4	3.58084566E-4	0.003642426338	2.25441021E-4
